"Financial Year","Name","Lodged on behalf of","AssociatedParties","Total Receipts","Total Payments","Total Debts","Discretionary Benefits","Capital Contributions"
"2013-14","Health & Community Services Union Vic No. 2 HSU","","Australian Labor Party (Victorian Branch); ","3921558","3677472","788124","0","0"
"2013-14","Health Services Union SA Branch","","Australian Labor Party (South Australian Branch); ","346408","391112","1863","0","0"
"2013-14","Health Services Union, Tasmania Branch","","Australian Labor Party (Tasmanian Branch); ","4190875","4070667","143523","0","0"
"2013-14","Higgins 200 Club","","Liberal Party of Australia (Victorian Division); ","308586","301390","0","0","0"
"2013-14","Higgins Foundation Ltd","","Liberal Party of Australia (Victorian Division); ","42717","135825","0","0","0"
"2013-14","Industrial Staff Union","","Australian Labor Party (N.S.W. Branch); ","25118","11504","0","0","0"
"2013-14","John Curtin House Limited","","Australian Labor Party (ALP); ","3818571","833697","2180000","0","0"
"2013-14","John McEwen House Pty Ltd","","National Party of Australia; ","1770266","1682132","1939439","0","0"
"2013-14","Kaye Sutherland Memorial Bequest Fund","","Australian Labor Party (South Australian Branch); ","0","0","0","0","0"
"2013-14","Kooyong 200 Club","","Liberal Party of Australia (Victorian Division); ","422930","295032","0","0","0"
"2013-14","Labor Campaign Pty Ltd","","Australian Labor Party (N.S.W. Branch); ","13613","5530","2000","0","0"
"2013-14","Labor Holdings Pty Ltd","","Australian Labor Party (State of Queensland); ","6121814","5258537","7516403","0","0"
"2013-14","Labor Services & Holding Pty Ltd ATF the Labor Services and Holding Trust","","Australian Labor Party (Victorian Branch); ","3711301","3609955","159420","0","0"
"2013-14","Land Value Taxation Society of Australia","","Republican Party of Australia; ","100","100","0","0","0"
"2013-14","Liberal Asset Management (Custodians) Limited","","Liberal Party of Australia, NSW Division; ","86018","22338","555092","0","0"
"2013-14","Liberal Club Limited","","Liberal Party of Australia (S.A. Division); ","93992","149156","26842","0","0"
"2013-14","Liberal Properties Limited","","Liberal Party of Australia, NSW Division; ","2687","2431","3507","0","0"
"2013-14","LPPH Pty Ltd","","Liberal Party (W.A. Division) Inc.; ","94436","93471","17425","0","0"
"2013-14","Macedon Speakers Club","","Liberal Party of Australia (Victorian Division); ","6260","11763","0","0","0"
"2013-14","Mallen's Colac Hotel Pty Ltd","","Australian Labor Party (South Australian Branch); ","697340","604525","11722","0","0"
"2013-14","Media Entertainment & Arts Alliance","Media Entertainment Arts & Alliance - VIC Branch; Media Entertainment ARts & Alliance - QLD Branch; Media Entertainment Arts & Alliance - SA Branch; Media Entertainment Arts & Alliance - WA Office; Media Entertainment & Arts Alliance ACT Branch; Media Entertainment & Arts Alliance NSW Branch","Australian Labor Party (N.S.W. Branch); Australian Labor Party (South Australian Branch); ","14757220","15153887","1083469","0","0"
"2013-14","Mehring Books Pty Ltd","","Socialist Equality Party; ","166426","169067","96476","0","0"
"2013-14","Menzies 200 Club","","Liberal Party of Australia (Victorian Division); ","107131","135207","0","0","0"
"2013-14","Mornington Gold","","Liberal Party of Australia (Victorian Division); ","9993","2004","0","0","0"
"2013-14","National Union of Workers - National Office","General Branch","Australian Labor Party (ALP); ","11751342","11619906","1565395","0","0"
"2013-14","National Union of Workers - NSW Branch","","Australian Labor Party (N.S.W. Branch); ","7881390","7227227","488051","0","0"
"2013-14","National Union of Workers - Victorian Branch","","Australian Labor Party (Victorian Branch); ","14213178","12310813","1495003","0","0"
"2013-14","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","Australian Labor Party (N.S.W. Branch); ","14989269","14446382","3916625","0","0"
"2013-14","North Eastern Business Circle","","Liberal Party of Australia (Victorian Division); ","5326","0","0","0","0"
"2013-14","North West 200 Club","","Liberal Party of Australia (Victorian Division); ","632","19155","0","0","0"
"2013-14","Northern Territory ALP Investment Trust","","Australian Labor Party (Northern Territory) Branch; ","34543","43135","118951","0","0"
"2013-14","NSW Labor Campaign Investment Pty Ltd","","Australian Labor Party (N.S.W. Branch); ","1069","2436","1200","0","0"
"2013-14","NTN Services ","","Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch; ","313063","364833","34782","0","0"
"2013-14","OUTER EASTERN Platinum Club","","Liberal Party of Australia (Victorian Division); ","93869","38291","0","0","0"
"2013-14","Parakeelia Pty Ltd","","Liberal Party of Australia; ","1284906","1120719","14891","0","0"
"2013-14","Parliamentary Liberal Party Communication Committee (Victoria)","","Liberal Party of Australia (Victorian Division); ","73950","7609","0","0","0"
"2013-14","Perth Trades Hall Inc","","Australian Labor Party (Western Australian Branch); ","119158","124154","1301800","0","0"
"2013-14","Progressive Business Association Inc","","Australian Labor Party (Victorian Branch); ","659985","541444","53576","0","0"
"2013-14","Queensland Services, Industrial Union of Employees","","Australian Labor Party (State of Queensland); ","43575","144536","0","0","0"
"2013-14","Ripon 250 Club","","Liberal Party of Australia (Victorian Division); ","0","0","0","0","0"
"2013-14","SA Progressive Business Incorporated","","Australian Labor Party (South Australian Branch); ","666294","764238","2314","0","0"
"2013-14","Scoresby City Club","","Liberal Party of Australia (Victorian Division); ","41286","21311","0","0","0"
"2013-14","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","","Australian Labor Party (N.S.W. Branch); ","3988640","3765508","0","0","0"
"2013-14","Shop Distributive & Allied Employees' Asn. NSW Deductions A/C Office","","Australian Labor Party (N.S.W. Branch); ","19640770","18451291","1311108","0","0"
"2013-14","Shop Distributive & Allied Employees Association - Tasmanian Branch","","Australian Labor Party (Tasmanian Branch); ","2117033","2103821","267591","0","0"
"2013-14","Shop Distributive & Allied Employees Association - VIC Branch","","Australian Labor Party (Victorian Branch); ","15855536","13410084","796200","0","0"
"2013-14","Shop Distributive & Allied Employees' Association NSW Branch","","Australian Labor Party (N.S.W. Branch); ","1959766","1953370","20264","0","0"
"2013-14","Shop Distributive and Allied Employees Association (QLD Branch)","","Australian Labor Party (ALP); ","12498534","12568499","1695953","0","0"
"2013-14","Shop, Distributive & Allied Employees' Association - National","","Australian Labor Party (ALP); ","8926467","8030159","419869","0","0"
"2013-14","Shop, Distributive and Allied Employees Association, South Australia","","Australian Labor Party (South Australian Branch); ","7841296","6717838","657264","0","0"
"2013-14","Shop, Distributive and Allied Employees Association, South Australian and Northern Territory Branch","","Australian Labor Party (Northern Territory) Branch; ","1505345","1309073","41534","0","0"
"2013-14","Sir Charles Court Foundation","SCCF WA Pty Ltd","Liberal Party (W.A. Division) Inc.; ","69764","10259","0","0","0"
"2013-14","Team 200 Club","","Liberal Party of Australia (Victorian Division); ","152829","87242","0","0","0"
"2013-14","Textile Clothing and Footwear Union of Aust - NSW, TAS, SA Br","","Australian Labor Party (N.S.W. Branch); Australian Labor Party (South Australian Branch); Australian Labor Party (Tasmanian Branch); ","1719936","2099882","65347","0","0"
"2013-14","Textiles, Clothing & Footwear Union (Vic & Qld & WA) Branch","","Australian Labor Party (Victorian Branch); ","2000194","2181930","35296","0","0"
"2013-14","The 500 Club Inc","","Liberal Party (W.A. Division) Inc.; ","702549","635032","0","0","0"
"2013-14","The Australian Workers' Union - Greater NSW Branch","","Australian Labor Party (N.S.W. Branch); ","7096913","6011201","0","0","0"
"2013-14","The Australian Workers Union - Newcastle Central Coast & Northern Regions Branch","","Australian Labor Party (N.S.W. Branch); ","2462887","2252781","1138317","0","0"
"2013-14","The Australian Workers' Union of Employees Queensland","","Australian Labor Party (State of Queensland); ","25664325","25024554","9351553","0","0"
"2013-14","The Australian Workers' Union Victorian Branch","","Australian Labor Party (Victorian Branch); ","9608465","9049839","515888","0","0"
"2013-14","The Breweries & Bottleyards Employees' Industrial Union of Workers of Western Australia","","Australian Labor Party (Western Australian Branch); ","278989","707863","35650","0","0"
"2013-14","The Chifley Research Centre Ltd","","Australian Labor Party (ALP); ","345982","203217","0","0","0"
"2013-14","The Federation of Hunting Clubs Inc","","Shooters and Fishers Party; ","47378","41369","2200","0","0"
"2013-14","The Food Preservers' Union of Western Australia Union of Workers","","Australian Labor Party (Western Australian Branch); ","57152","39055","52337","0","0"
"2013-14","The Free Enterprise Foundation","","Liberal Party of Australia; National Party of Australia; ","1400090","1480180","0","0","0"
"2013-14","The Geelong 500 Club Inc","","Liberal Party of Australia (Victorian Division); National Party of Australia - Victoria; Liberal Party of Australia; ","14497","19351","0","0","0"
"2013-14","The Green Institute Limited","","Australian Greens; ","105530","83352","16067","0","0"
"2013-14","The Greenfields Foundation","","Liberal Party of Australia; ","50002","37094","0","0","0"
"2013-14","The Lady Wilson Foundation","","Liberal Party of Australia (S.A. Division); ","5286","60","0","0","0"
"2013-14","The Liberal Foundation Inc","","Liberal Party of Australia (S.A. Division); ","113998","83034","0","0","0"
"2013-14","The Liberal Party of Western Australia Pty Ltd","","Liberal Party (W.A. Division) Inc.; ","402743","758744","0","0","0"
"2013-14","The Menzies Research Centre Limited","","Liberal Party of Australia; ","463103","389542","17801","0","0"
"2013-14","The Monash Club","","Liberal Party of Australia (Victorian Division); ","39300","3756","0","0","0"
"2013-14","The Nepean Club","","Liberal Party of Australia (Victorian Division); ","7036","4645","0","0","0"
"2013-14","The Page Research Centre Ltd","","National Party of Australia; ","103941","62775","27680","0","0"
"2013-14","The Sapphire Club","","Liberal Party of Australia (Victorian Division); ","42383","51121","0","0","0"
"2013-14","The Shop, Distributive & Allied Employees' Association of Western Australia","","Australian Labor Party (Western Australian Branch); ","8497197","7686624","815631","0","0"
"2013-14","The Sydney Small Business Club (The Warringah Club)","","Liberal Party of Australia; ","25100","19580","0","0","0"
"2013-14","The United Professional Firefighters Union of Western Australia","","Australian Labor Party (Western Australian Branch); ","1371368","1942424","40267","0","0"
"2013-14","The Violet Bobin Trust","","Australian Labor Party (State of Queensland); ","19326","370034","0","0","0"
"2013-14","Transport Workers Union (WA Branch)","","Australian Labor Party (Western Australian Branch); ","5508474","5891345","0","0","0"
"2013-14","Transport Workers Union of Australia - NSW Branch","","Australian Labor Party (ACT Branch); ","2082497","2010804","316004","0","0"
"2013-14","Transport Workers Union of Australia NSW QLD Interim Governance Branch formerly Transport Workers Union of Australia Queensland","","Australian Labor Party (State of Queensland); ","6757339","6998068","375948","0","0"
"2013-14","Transport Workers Union of Australia SA/NT Branch","","Australian Labor Party (South Australian Branch); Australian Labor Party (ALP); ","2327004","1970164","94919","0","0"
"2013-14","Transport Workers Union of New South Wales","","Australian Labor Party (N.S.W. Branch); ","12374600","12232041","2492569","0","0"
"2013-14","Transport Workers Union VIC/TAS Branch","","Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch); ","7286525","6957384","529608","0","0"
"2013-14","United Firefighters Union of Australia QLD Branch","","Australian Labor Party (State of Queensland); ","161171","179372","0","0","0"
"2013-14","United Firefighters Union of Australia Tasmania Branch","","Australian Labor Party (Tasmanian Branch); ","291665","274997","0","0","0"
"2013-14","United Firefighters Union of Australia VIC","","Australian Labor Party (Victorian Branch); ","3950417","4617562","584250","0","0"
